,INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
10621,637 FIFTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3008730001.0,01/06/2017,Open,Site downloaded for cleaning,,986586.0,180864.0
10622,101 SHERMAN AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,1022200005.0,01/17/2017,Open,Site downloaded for cleaning,,1004931.0,254011.0
10623,1526 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,1021570070.0,12/19/2016,Open,Site downloaded for cleaning,,1003258.0,249924.0
10624,3509 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,1020900029.0,12/21/2016,Open,Site downloaded for cleaning,,997769.0,240027.0
10625,379 1 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,1009287501.0,10/20/2016,Open,Site downloaded for cleaning,,990116.0,207530.0
10626,102 FORSYTH STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,1004180033.0,11/13/2016,Open,Site downloaded for cleaning,,986244.0,201033.0
10627,4704 AVENUE N,BROOKLYN,18 BROOKLYN,Precinct 63,46.0,3078920041.0,11/07/2016,Open,Site downloaded for cleaning,,1003790.0,164720.0
10628,351 GRAND STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1003100018.0,10/19/2016,Open,Site downloaded for cleaning,,987178.0,200424.0
10629,13 STANTON STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,1004260022.0,10/03/2016,Open,Site downloaded for cleaning,,986400.0,202526.0
10630,6924 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3058730053.0,09/06/2016,Open,Site downloaded for cleaning,,978391.0,169992.0
10631,89-08 QUEENS BOULEVARD,QUEENS,04 QUEENS,Precinct 110,25.0,4028550012.0,03/07/2017,Open,Mail returned / wrong address,,1019063.0,206965.0
10632,58-05 52 AVENUE,QUEENS,02 QUEENS,Precinct 108,30.0,4023420001.0,04/11/2017,Open,Site downloaded for cleaning,,1009386.0,207284.0
10633,261 WEST  126 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,1019320008.0,03/26/2017,Open,Site downloaded for cleaning,,998226.0,234516.0
10634,3495 NOSTRAND AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,46.0,3073630036.0,03/12/2017,Open,Site downloaded for cleaning,,1000476.0,157447.0
10635,774 BROADWAY,BROOKLYN,03 BROOKLYN,Precinct 81,36.0,3015780005.0,03/01/2017,Open,Site downloaded for cleaning,,1000597.0,194388.0
10636,1202 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3054640041.0,02/21/2017,Open,Site downloaded for cleaning,,990934.0,166688.0
10637,75 WEST  165 STREET,BRONX,04 BRONX,Precinct 44,8.0,2025090001.0,01/04/2017,Open,Site downloaded for cleaning,,1004513.0,243079.0
10638,228 BROOK AVENUE,BRONX,01 BRONX,Precinct 40,8.0,2022650017.0,01/05/2017,Open,Site downloaded for cleaning,,1006549.0,233384.0
10639,2595 WEBSTER AVENUE,BRONX,07 BRONX,Precinct 52,15.0,2032760001.0,01/06/2017,Open,Site downloaded for cleaning,,1014681.0,253608.0
10640,129 34 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3006840065.0,12/28/2016,Open,Site downloaded for cleaning,,982954.0,178381.0
10641,415 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37.0,3032790006.0,01/10/2017,Open,Site downloaded for cleaning,,1006470.0,194199.0
10642,1530 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3065630010.0,12/05/2016,Open,Site downloaded for cleaning,,991388.0,163538.0
10643,880 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3006800038.0,11/21/2016,Open,Site downloaded for cleaning,,983642.0,178446.0
10644,942 LAFAYETTE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36.0,3016100035.0,10/31/2016,Open,Site downloaded for cleaning,,1002318.0,191313.0
10645,131 ESSEX STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1004110068.0,10/05/2016,Open,Site downloaded for cleaning,,987725.0,201595.0
10646,2125 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47.0,3063470067.0,05/05/2017,Open,Site to be cleaned.,,985509.0,158939.0
10647,62-43 138 STREET,QUEENS,07 QUEENS,Precinct 109,24.0,4063980023.0,05/01/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1031876.0,209081.0
10648,587 LINCOLN AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42.0,3042380001.0,02/22/2017,Open,Site downloaded for cleaning,,1021071.0,185531.0
10649,515 53 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3008080071.0,02/22/2017,Open,Site downloaded for cleaning,,981057.0,173575.0
10650,563 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026790032.0,02/24/2017,Open,Site downloaded for cleaning,,998090.0,202512.0
10651,82-74 89 STREET,QUEENS,05 QUEENS,Precinct 104,30.0,4038700136.0,02/18/2017,Open,Site downloaded for cleaning,,1024104.0,195104.0
10652,669 FRANKLIN AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35.0,3012240009.0,01/28/2017,Open,Site downloaded for cleaning,,996407.0,185420.0
10653,270 57 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3008450034.0,11/17/2016,Open,Site downloaded for cleaning,,978807.0,174022.0
10654,553 83 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3060090059.0,07/31/2016,Open,Site downloaded for cleaning,,977640.0,166202.0
10655,51-27 31 AVENUE,QUEENS,01 QUEENS,Precinct 114,22.0,,05/12/2016,Open,Further research is necessary to identify an owner for the property.,,1009806.0,215087.0
10656,585 EAST  161 STREET,BRONX,03 BRONX,Precinct 42,17.0,2026200050.0,04/22/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1009514.0,238862.0
10657,268 BAY RIDGE AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3058710041.0,04/03/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,976849.0,170962.0
10658,2388 DR MARTIN LUTHER KING JR BLVD,BRONX,07 BRONX,Precinct 52,14.0,,04/18/2017,Open,Property Research Required,,1010393.0,253387.0
10660,123 BUEL AVENUE,STATEN ISLAND,02 STATEN ISLAND,Precinct 122,50.0,,04/24/2017,Open,Property Research Required,,957121.0,153299.0
10661,68 SAINT MARKS PLACE,BROOKLYN,02 BROOKLYN,Precinct 84,33.0,,04/23/2017,Open,Property Research Required,,989665.0,187755.0
10662,254 EAST   20 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,,05/03/2017,Open,Property Research Required,,988938.0,207550.0
10665,4759 RICHARDSON AVENUE,BRONX,12 BRONX,Precinct 47,11.0,,12/20/2016,Open,Property Research Required,,1025571.0,269027.0
10666,22-23 STEINWAY STREET,QUEENS,01 QUEENS,Precinct 114,22.0,,11/01/2016,Open,Property Research Required,,1010088.0,220662.0
10667,320 BOLTON AVENUE,BRONX,09 BRONX,Precinct 43,18.0,,11/16/2016,Open,Property Research Required,,1023867.0,235043.0
10668,161 EAST  138 STREET,BRONX,01 BRONX,Precinct 40,8.0,,09/14/2016,Open,Property Research Required,,1003511.0,235600.0
10671,1001 WESTCHESTER AVENUE,BRONX,02 BRONX,Precinct 41,17.0,,07/29/2016,Open,Property Research Required,,1013817.0,239514.0
10675,569 WEST  235 STREET,BRONX,08 BRONX,Precinct 50,11.0,2057940484.0,03/28/2017,Open,Site downloaded for cleaning,,1009020.0,261992.0
10676,113 STANTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1004110052.0,03/28/2017,Open,Site downloaded for cleaning,,987779.0,201982.0
10677,33 WYCKOFF AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3031890002.0,03/09/2017,Open,Site downloaded for cleaning,,1005762.0,196611.0
10678,796 WESTCHESTER AVENUE,BRONX,01 BRONX,Precinct 40,17.0,2026760008.0,02/08/2017,Open,Site downloaded for cleaning,,1010885.0,237527.0
10679,3660 WALDO AVENUE,BRONX,08 BRONX,Precinct 50,11.0,2057690132.0,11/01/2016,Open,Site downloaded for cleaning,,1010686.0,262396.0
10680,437 MONTAUK AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42.0,3044560056.0,01/29/2017,Closed,10-93C - Report Prepared,01/29/2017,1018712.0,182522.0
10681,3342 NOSTRAND AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,46.0,3073340005.0,07/13/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/18/2016,1000283.0,158732.0
10682,1712 MC DONALD AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,44.0,3066070010.0,01/27/2017,Closed,Cleaning crew dispatched.  Owner refused.,03/09/2017,991635.0,161836.0
10683,1963 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,44.0,3066580062.0,06/27/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/27/2016,991952.0,159634.0
10684,3118 AVENUE U,BROOKLYN,15 BROOKLYN,Precinct 61,46.0,3088180008.0,08/20/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/27/2016,1002420.0,158617.0
10685,29-15 40 ROAD,QUEENS,01 QUEENS,Precinct 114,26.0,4004020016.0,10/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2017,1002044.0,213091.0
10686,2398 GRAND CONCOURSE,BRONX,05 BRONX,Precinct 46,15.0,2031520046.0,01/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2017,1012330.0,252593.0
10687,332 WEST   44 STREET,MANHATTAN,04 MANHATTAN,Precinct 14,3.0,1010340048.0,09/25/2016,Closed,Cleaning crew dispatched.  Owner refused.,04/07/2017,987042.0,215793.0
10688,137 POWERS STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3027760037.0,02/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/07/2017,999446.0,198783.0
10689,2050 STILLWELL AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47.0,3068690041.0,03/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2017,988342.0,156668.0
10690,416 EAST  174 STREET,BRONX,03 BRONX,Precinct 42,15.0,2028980022.0,01/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/07/2017,1011263.0,246792.0
10691,972 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3029180001.0,01/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/01/2017,1001819.0,199595.0
10692,4452 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,1021700062.0,10/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/13/2016,1002858.0,251342.0
10693,109-10 180 STREET,QUEENS,12 QUEENS,Precinct 103,27.0,4103360060.0,08/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/17/2016,1046298.0,195093.0
10694,1201 HYLAN BOULEVARD,STATEN ISLAND,02 STATEN ISLAND,Precinct 122,50.0,5032080010.0,09/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/10/2016,961228.0,157222.0
10695,604 WEST  158 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,1021340180.0,06/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,999495.0,243447.0
10696,108 WEST  145 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,1020130038.0,06/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,1001741.0,238276.0
10697,120 AVENUE M,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3065640001.0,08/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2016,991434.0,163866.0
10698,1855 NOSTRAND AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,45.0,3049640030.0,08/05/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/25/2016,998555.0,172627.0
10699,1603 UNIONPORT ROAD,BRONX,09 BRONX,Precinct 43,18.0,2039520017.0,06/13/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/25/2016,1022080.0,245705.0
10700,580 SACKMAN STREET,BROOKLYN,16 BROOKLYN,Precinct 73,42.0,3038120024.0,07/13/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/19/2016,1011096.0,180896.0
10701,126 NORTH    6 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3023350006.0,08/04/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/13/2016,995513.0,200838.0
10702,485 THROOP AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36.0,3018260001.0,08/03/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/12/2016,1000485.0,189084.0
10703,148 RIVINGTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1003490037.0,06/08/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/23/2016,988191.0,201340.0
10704,150 GREENPOINT AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3025630037.0,05/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/23/2016,996736.0,205283.0
10705,1423 BEDFORD AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36.0,3012320011.0,05/13/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/12/2016,997086.0,184971.0
10706,454 VAN BRUNT STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38.0,3006100030.0,07/11/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/02/2016,979854.0,185144.0
10707,24 BERRY STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3022830033.0,05/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/11/2016,996525.0,202216.0
10708,1125 CHURCH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40.0,3050720031.0,05/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/28/2016,992844.0,175037.0
10709,1314 CONEY ISLAND AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3065230022.0,01/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/09/2017,993866.0,167235.0
10710,198-21 HOLLIS AVENUE,QUEENS,12 QUEENS,Precinct 103,27.0,4108980013.0,07/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/27/2016,1050987.0,196722.0
10711,37 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3027060018.0,05/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/12/2016,1000753.0,202848.0
10712,914 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3054070033.0,01/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2017,990531.0,169454.0
10713,4201 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3009240010.0,11/25/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2017,983881.0,174937.0
10714,1068 CONEY ISLAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40.0,3064980016.0,03/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/20/2017,993537.0,169310.0
10715,1041 NELSON AVENUE,BRONX,04 BRONX,Precinct 44,8.0,2025120015.0,02/23/2017,Closed,Cleaning crew dispatched. No graffiti on property.,04/19/2017,1004134.0,243003.0
10716,1807 ARCHER STREET,BRONX,09 BRONX,Precinct 43,18.0,2039200024.0,02/23/2017,Closed,Cleaning crew dispatched.  Owner refused.,04/17/2017,1021072.0,244445.0
10717,7011 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3058910218.0,03/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2017,976894.0,170468.0
10718,218 WEST   14 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,1006187503.0,03/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2017,984117.0,208470.0
10719,854 8 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 18,3.0,1010230002.0,09/25/2016,Closed,Cleaning crew dispatched. No graffiti on property.,04/07/2017,988280.0,217319.0
10720,265 EAST    7 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,39.0,3053300072.0,01/09/2017,Closed,Cleaning crew dispatched.  Owner refused.,04/03/2017,991708.0,174507.0
10721,2902 STILLWELL AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,47.0,3070640004.0,01/23/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2017,989384.0,149402.0
10722,462 GRAND AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35.0,3020140033.0,09/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/29/2017,994905.0,187816.0
10723,1936 MADISON AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,9.0,1017490016.0,12/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/28/2017,1000580.0,232666.0
10724,312 RIVERSIDE DRIVE,MANHATTAN,07 MANHATTAN,Precinct 24,6.0,1018900040.0,11/29/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/27/2017,992195.0,230935.0
10725,755 40 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3009157501.0,12/22/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/08/2017,984556.0,175120.0
10726,84 WEST  238 STREET,BRONX,08 BRONX,Precinct 50,11.0,2032580138.0,01/21/2017,Closed,Cleaning crew dispatched.  Owner refused.,03/07/2017,1012613.0,260797.0
10727,787 MAC DONOUGH STREET,BROOKLYN,16 BROOKLYN,Precinct 73,41.0,3014980045.0,02/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/03/2017,1007781.0,188597.0
10728,185 DEKALB AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35.0,3020890066.0,01/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/03/2017,991917.0,190517.0
10729,375 KOSCIUSKO STREET,BROOKLYN,03 BROOKLYN,Precinct 81,36.0,3016010068.0,11/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/23/2017,1001041.0,191397.0
10730,95-01 ROOSEVELT AVENUE,QUEENS,03 QUEENS,Precinct 115,21.0,4014830057.0,11/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/22/2017,1019780.0,212155.0
10731,383 HUMBOLT STREET,BROOKLYN,01 BROOKLYN,Precinct 94,34.0,3027600024.0,08/08/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/13/2016,1000107.0,199849.0
10732,356 SOUTH    1 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3024120013.0,08/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/09/2016,997343.0,198178.0
10733,703 FLATBUSH AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40.0,3050480005.0,10/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/06/2016,995366.0,178268.0
10734,8107 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3059990008.0,09/17/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/05/2016,977450.0,166947.0
10735,1185 GRANDCONCOURSE,BRONX,04 BRONX,Precinct 44,16.0,2024630053.0,09/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/01/2016,1006877.0,243131.0
10736,1985 WEST    6 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47.0,3070830055.0,09/22/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/30/2016,990349.0,157640.0
10737,7103 FORT HAMILTON PARKWAY,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3059020009.0,09/01/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/30/2016,980452.0,167944.0
10738,5113 8 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38.0,3056510005.0,07/07/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2016,983022.0,172598.0
10739,1997 LEXINGTON AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,1017700053.0,06/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/09/2016,1001147.0,231559.0
10740,6924 13 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3061550049.0,08/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/07/2016,983115.0,166445.0
10741,1744 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,1015700003.0,07/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/04/2016,998835.0,223329.0
10742,551 WEST  184 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,1021570125.0,06/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/04/2016,1003224.0,249209.0
10743,301 EAST   91 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,1015540001.0,06/25/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/04/2016,998357.0,223790.0
10744,112 STANTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1004120076.0,08/24/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/03/2016,987735.0,202007.0
10745,138 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1004100010.0,08/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/03/2016,987230.0,201599.0
10746,468 WEST   51 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,1010600061.0,07/27/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/03/2016,986936.0,217939.0
10747,91 AVENUE D,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,1003760032.0,07/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/03/2016,990754.0,202691.0
10748,96 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1004090002.0,08/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,987004.0,201021.0
10749,56 EAST    1 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,1004430049.0,07/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,987170.0,202944.0
10750,6907 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43.0,3061580045.0,07/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/28/2016,984631.0,165286.0
10751,1447 ZEREGA AVENUE,BRONX,10 BRONX,Precinct 45,18.0,2039700027.0,08/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/24/2016,1026370.0,244448.0
10752,383 EAST  138 STREET,BRONX,01 BRONX,Precinct 40,8.0,2023010032.0,08/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/18/2016,1005462.0,234143.0
10753,347 EAST  138 STREET,BRONX,01 BRONX,Precinct 40,8.0,2023010046.0,08/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/18/2016,1005151.0,234315.0
10754,927 FULTON STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35.0,3019770029.0,06/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/14/2016,993639.0,188235.0
10755,386 SOUTH    5 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3024630021.0,06/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/13/2016,997033.0,197163.0
10756,1451 FULTON STREET,BROOKLYN,03 BROOKLYN,Precinct 79,36.0,3018570033.0,07/16/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/12/2016,1000087.0,187038.0
10757,2530 PITKIN AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37.0,3040230013.0,07/28/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/07/2016,1017864.0,185001.0
10758,482 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3023050018.0,06/08/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2016,996793.0,201091.0
10759,156 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026860051.0,05/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2016,999578.0,202705.0
10760,6926 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3058710055.0,06/07/2016,Closed,Cleaning crew dispatched.  Owner refused.,09/14/2016,976988.0,170789.0
10761,143 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34.0,3023580023.0,05/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/02/2016,994706.0,200191.0
10762,159 BERRY STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3023350044.0,05/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/01/2016,995339.0,200757.0
10763,662 NOSTRAND AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36.0,3012190039.0,07/05/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/26/2016,998131.0,185481.0
10764,170 SOUTH    3 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3024310022.0,05/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/25/2016,994990.0,198697.0
10765,5217 8 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38.0,3056580003.0,07/07/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/04/2016,982857.0,172388.0
10766,539 FLATBUSH AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40.0,3050280006.0,05/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/20/2016,995168.0,180025.0
10767,306 GRAND STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3023950014.0,05/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/05/2016,996100.0,199011.0
